GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,MyMoves,Blunders,Mistakes,Inaccuracies,TotalCPLoss,AvgCPLoss,MedianMoveCPLoss
223,2026.03.19,White,KtosKcies,Win,180+2,KatsMeow23 won by checkmate,11,0,1,2,482,43.81818181818182,1.0
224,2026.03.19,Black,piiyes,Win,180+2,KatsMeow23 won by resignation,14,1,0,4,822,58.714285714285715,32.5
225,2026.03.19,Black,BOScrocodyle,Loss,180+2,BOScrocodyle won by checkmate,19,2,2,2,2478,130.42105263157896,22.0
226,2026.03.19,White,karir12,Win,180+2,KatsMeow23 won on time,17,0,1,3,587,34.529411764705884,9.0
227,2026.03.20,Black,Elijahfranz,Win,180+2,KatsMeow23 won on time,30,2,1,7,2449,81.63333333333334,19.0
228,2026.03.20,Black,lamequteck,Loss,180+2,lamequteck won by resignation,46,1,3,12,2324,50.52173913043478,22.0
229,2026.03.20,White,walidDz1,Loss,180+2,walidDz1 won by resignation,43,2,5,8,3300,76.74418604651163,34.0
230,2026.03.20,White,Nikhil282588,Loss,180+2,Nikhil282588 won by checkmate,28,2,0,6,2351,83.96428571428571,21.5
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,48,4,1,13,5352,111.5,16.0
232,2026.03.20,White,Dimeloy,Loss,180+2,Dimeloy won by checkmate,12,1,0,1,1116,93.0,2.5
233,2026.03.20,White,KadenLucas,Loss,180+2,KadenLucas won by checkmate,28,1,4,5,1827,65.25,17.5
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,27,3,1,7,2910,107.77777777777777,41.0
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,19,3,2,2,2627,138.26315789473685,30.0
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,30,6,3,5,4094,136.46666666666667,31.0
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,48,3,6,13,4141,86.27083333333333,38.5
238,2026.03.21,Black,graaaa25,Loss,180+2,graaaa25 won by checkmate,26,2,1,8,2671,102.73076923076923,33.5
239,2026.03.21,White,skritek10,Win,180+2,KatsMeow23 won by checkmate,31,0,3,11,1610,51.935483870967744,21.0
240,2026.03.21,Black,EobardThawne001,Win,180+2,KatsMeow23 won by resignation,13,0,0,2,233,17.923076923076923,2.0
241,2026.03.21,Black,paidelcampo,Loss,180+2,paidelcampo won by resignation,27,2,3,10,3170,117.4074074074074,74.0
242,2026.03.21,White,bongopongo,Win,180+2,KatsMeow23 won by checkmate,34,1,2,6,1541,45.3235294117647,12.0
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,27,3,1,4,2623,97.14814814814815,21.0
244,2026.03.21,Black,Selfy7,Win,180+2,KatsMeow23 won on time,29,1,1,8,1499,51.689655172413794,27.0
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,44,7,2,7,7725,175.5681818181818,18.0
246,2026.03.21,White,louchesslou,Win,180+2,KatsMeow23 won by resignation,9,0,0,4,443,49.22222222222222,46.0
247,2026.03.21,White,Slim25178,Win,180+2,KatsMeow23 won by checkmate,20,1,0,4,1010,50.5,24.0
248,2026.03.21,White,BJC_RS,Win,180+2,KatsMeow23 won by checkmate,25,0,4,7,1754,70.16,23.0
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,28,3,3,7,2856,102.0,34.0
250,2026.03.21,Black,Rediterranean,Loss,180+2,Rediterranean won by resignation,39,2,4,8,3351,85.92307692307692,29.0
251,2026.03.22,White,Cartikeyeaah,Loss,180+2,Cartikeyeaah won on time,27,2,4,8,2449,90.70370370370371,55.0
252,2026.03.18,Black,ElreydelosLulos,Loss,1/86400,ElreydelosLulos won by resignation,69,0,5,25,3550,51.44927536231884,44.0
253,2026.03.22,Black,sadfaceluu,Win,180+2,KatsMeow23 won by resignation,10,0,0,3,301,30.1,19.5
254,2026.03.22,Black,birdiepirat316,Loss,180+2,birdiepirat316 won on time,44,1,1,10,2566,58.31818181818182,20.0
255,2026.03.22,White,jegs5665,Draw,180+2,Game drawn by repetition,20,0,2,4,950,47.5,0.0
256,2026.03.22,Black,Kassoca,Loss,180+2,Kassoca won on time,43,4,3,12,3856,89.67441860465117,37.0
257,2026.03.23,White,Veonic,Win,180+2,KatsMeow23 won by checkmate,65,3,5,15,4899,75.36923076923077,26.0
258,2026.03.23,Black,N00bBpr,Win,180+2,KatsMeow23 won by resignation,17,1,3,5,1437,84.52941176470588,73.0
259,2026.03.16,White,LGMets,Loss,1/86400,LGMets won by resignation,36,3,5,12,3560,98.88888888888889,71.0
260,2026.03.23,White,Player58750,Win,180+2,KatsMeow23 won by checkmate,27,1,3,6,1916,70.96296296296296,14.0
261,2026.03.24,White,kadrielll,Win,180+2,KatsMeow23 won by checkmate,33,0,3,8,1557,47.18181818181818,25.0
262,2026.03.24,Black,mauriciomarinelli,Loss,180+2,mauriciomarinelli won on time,32,3,4,5,3453,107.90625,23.5
263,2026.03.24,Black,aterenteff,Loss,180+2,aterenteff won on time,25,1,2,8,1696,67.84,27.0
264,2026.03.24,White,zzKelsozz,Win,180+2,KatsMeow23 won by resignation,18,0,1,3,770,42.77777777777778,22.5
265,2026.03.24,Black,zzKelsozz,Win,180+2,KatsMeow23 won by resignation,21,0,2,7,1330,63.333333333333336,43.0
266,2026.03.24,White,JustVaibs,Loss,180+2,JustVaibs won by resignation,41,1,1,5,1588,38.73170731707317,15.0
267,2026.03.24,Black,kishanatal,Win,180+2,KatsMeow23 won on time,32,0,2,10,1581,49.40625,29.5
268,2026.03.24,Black,abidadikaj,Loss,180+2,abidadikaj won on time,22,1,3,6,1586,72.0909090909091,26.5
269,2026.03.23,White,edgerbeacon,Win,1/86400,KatsMeow23 won by checkmate,14,0,0,2,222,15.857142857142858,3.0
270,2026.03.24,White,Tomarjee,Loss,180+2,Tomarjee won - game abandoned,9,0,0,0,51,5.666666666666667,1.0
271,2026.03.24,White,seswww,Win,180+2,KatsMeow23 won - game abandoned,15,0,1,2,549,36.6,22.0
272,2026.03.24,Black,dynamicmachiiine,Win,180+2,KatsMeow23 won - game abandoned,43,2,1,10,2281,53.04651162790697,22.0
273,2026.03.24,Black,StevenV91,Loss,180+2,StevenV91 won on time,24,1,4,3,1593,66.375,20.5
274,2026.03.24,White,xevino15,Win,180+2,KatsMeow23 won by checkmate,21,0,3,3,944,44.95238095238095,7.0
275,2026.03.24,Black,teo92cali,Loss,180+2,teo92cali won - game abandoned,3,0,0,0,20,6.666666666666667,7.0
276,2026.03.25,White,lildave4,Win,180+2,KatsMeow23 won by checkmate,17,0,2,3,743,43.705882352941174,8.0
277,2026.03.25,Black,Dankorudas,Win,180+2,KatsMeow23 won - game abandoned,23,3,2,2,2680,116.52173913043478,14.0
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,53,5,1,14,4969,93.75471698113208,28.0
279,2026.03.25,White,denezisback,Draw,180+2,Game drawn by insufficient material,75,4,6,21,5389,71.85333333333334,32.0
280,2026.03.25,White,4resz,Loss,180+2,4resz won on time,29,2,3,10,2293,79.06896551724138,53.0
281,2026.03.25,Black,fastfix,Win,180+2,KatsMeow23 won by resignation,15,0,1,3,584,38.93333333333333,25.0
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,37,9,5,5,7777,210.1891891891892,59.0
283,2026.03.25,White,SignoreF,Loss,180+2,SignoreF won on time,39,2,3,17,3163,81.1025641025641,53.0
284,2026.03.25,Black,Nightlight216,Win,600,KatsMeow23 won by resignation,11,0,0,1,229,20.818181818181817,16.0
285,2026.03.25,White,saadmfhoumch,Loss,600,saadmfhoumch won by resignation,26,3,5,5,2849,109.57692307692308,50.0
286,2026.03.26,Black,Castlecrater,Win,180+2,KatsMeow23 won on time,37,4,6,5,5418,146.43243243243242,37.0
287,2026.03.26,Black,Aaankit016,Loss,180+2,Aaankit016 won on time,22,1,4,2,1532,69.63636363636364,9.5
288,2026.03.26,Black,Garipov01,Loss,180+2,Garipov01 won by checkmate,41,3,3,11,4086,99.65853658536585,24.0
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,37,5,3,9,4862,131.40540540540542,41.0
290,2026.03.26,White,Bambinu19,Loss,180+2,Bambinu19 won on time,33,1,6,9,3245,98.33333333333333,46.0
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,14,5,2,3,3296,235.42857142857142,153.5
292,2026.03.16,White,martinez51490,Win,1/86400,KatsMeow23 won by checkmate,58,2,5,13,3505,60.43103448275862,34.0
293,2026.03.27,Black,Seishiro-07,Win,180+2,KatsMeow23 won by resignation,9,0,0,1,155,17.22222222222222,9.0
294,2026.03.27,White,SAAAASHA,Win,180+2,KatsMeow23 won by checkmate,20,1,2,3,1095,54.75,6.0
295,2026.03.27,White,Jasir0330,Loss,180+2,Jasir0330 won on time,56,2,5,19,4521,80.73214285714286,36.5
296,2026.03.27,Black,HughFleming1,Loss,180+2,HughFleming1 won on time,44,0,2,5,1230,27.954545454545453,9.0
297,2026.03.27,Black,gajes69,Win,180+2,KatsMeow23 won by resignation,12,1,0,3,718,59.833333333333336,34.5
298,2026.03.27,White,Suvo0055,Loss,180+2,Suvo0055 won on time,26,1,5,4,2097,80.65384615384616,43.0
299,2026.03.23,Black,Ftr-95,Loss,1/86400,Ftr-95 won by resignation,24,2,2,6,2061,85.875,45.0
300,2026.03.27,White,DaltonIEBR,Win,180+2,KatsMeow23 won by resignation,30,1,2,3,1387,46.233333333333334,6.5
