GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel,MoveNumber,SideToMove,MoveSAN,FENBefore,MoveTypeV1,SANTypeV1,BoardZoneV1,PhaseLabelV1,BlunderClassV2
290,2026.03.26,White,Bambinu19,Loss,180+2,Bambinu19 won on time,45,Middlegame,f4g5,482,-448,930,930,Blunder,23,White,Bxg5,2b3k1/r5p1/p1p3qp/2Ppp1r1/3P1B2/4P2Q/PP3PP1/R3K2R w KQ - 0 23,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,14,Opening,e8g8,37,-275,312,312,Blunder,7,Black,O-O,rnb1k2r/1p1pbppp/pq2pn2/2p3B1/3PP3/2N2N2/PPPQ1PPP/1R2KB1R b Kkq - 5 7,Castling,Castling,Kingside-related,Opening blunder,Castling blunder
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,20,Opening,c6b4,230,-202,432,432,Blunder,10,Black,Nxb4,r1b2rk1/1p1pbppp/pqn1pn2/6B1/1P1pP3/3B1N2/P1PQNPPP/1R2K2R b K - 0 10,Piece move,Capture,Queenside-related,Opening blunder,Unsafe capture
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,22,Middlegame,g7f6,433,0,433,433,Blunder,11,Black,gxf6,r1b2rk1/1p1pbppp/pq2pB2/8/1n1pP3/3B1N2/P1PQNPPP/1R2K2R b K - 0 11,Pawn move,Capture,Kingside-related,Early middlegame blunder,Kingside weakening move
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,24,Middlegame,d7d5,0,-301,301,301,Blunder,12,Black,d5,r1b2rk1/1p1pbp1p/pq2pp2/8/1n1pP3/3B1N2/P1PQNPPP/1R3RK1 b - - 1 12,Pawn move,Non-capture,Central-related,Early middlegame blunder,Pawn structure / push blunder
291,2026.03.23,Black,yellofixx,Loss,1/86400,yellofixx won by checkmate,28,Middlegame,b6c5,-478,-9999,9521,1000,Blunder,14,Black,Qc5,r1b2rk1/1p2bp1p/pq3p1Q/3Pp3/1n1p4/3B1N2/P1P1NPPP/1R3RK1 b - - 1 14,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
292,2026.03.16,White,martinez51490,Win,1/86400,KatsMeow23 won by checkmate,25,Middlegame,g4h4,498,-21,519,519,Blunder,13,White,Qh4,r4rk1/ppp3pp/2nbp1q1/3p1p1N/3P1PQ1/2P1P2P/PP4P1/R1B1KB1R w KQ - 0 13,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
292,2026.03.16,White,martinez51490,Win,1/86400,KatsMeow23 won by checkmate,55,Middlegame,b5d3,231,-70,301,301,Blunder,28,White,Bd3,1r3rk1/p5pp/4p3/1Bpp1p1P/3PnP2/qPP1P3/P6Q/1K2B1RR w - - 1 28,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
294,2026.03.27,White,SAAAASHA,Win,180+2,KatsMeow23 won by checkmate,29,Middlegame,f3g5,112,-199,311,311,Blunder,15,White,Nxg5,r1bq1rk1/2p1ppb1/2n4p/pp4p1/3P4/1BP1PNB1/P4PPP/R2QK2R w KQ - 0 15,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
295,2026.03.27,White,Jasir0330,Loss,180+2,Jasir0330 won on time,31,Middlegame,e3d2,177,-287,464,464,Blunder,16,White,Bd2,r1bq1r1k/pp4bp/3p4/2p1pPN1/2P3n1/1PNQB3/P5PP/R3K2R w KQ - 1 16,Piece move,Non-capture,Central-related,Middlegame blunder,Quiet move blunder
295,2026.03.27,White,Jasir0330,Loss,180+2,Jasir0330 won on time,63,Middlegame,c5c4,360,-518,878,878,Blunder,32,White,Qc4,6bk/pp4b1/7p/2Q4P/4p1r1/1P4P1/P3R3/2K5 w - - 2 32,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
297,2026.03.27,Black,gajes69,Win,180+2,KatsMeow23 won by resignation,20,Opening,d5d4,21,-291,312,312,Blunder,10,Black,d4,r1bqk2r/pp3ppp/1nn1p3/3pP3/1bP5/P1N2N2/1P1B1PPP/R2QKB1R b KQkq - 0 10,Piece move,Non-capture,Central-related,Opening blunder,Quiet move blunder
298,2026.03.27,White,Suvo0055,Loss,180+2,Suvo0055 won on time,35,Middlegame,c1b1,25,-328,353,353,Blunder,18,White,Kb1,r3qrk1/ppp2p1p/2n3pB/7P/3p1b2/1QP2P2/PP3P2/2KR3R w - - 1 18,Piece move,King move,Queenside-related,Middlegame blunder,Unsafe king move
299,2026.03.23,Black,Ftr-95,Loss,1/86400,Ftr-95 won by resignation,20,Opening,d6e7,6,-327,333,333,Blunder,10,Black,Be7,rn1qk2r/1b1p1ppp/p2b1n2/1p1P1PB1/2p5/2N2N2/PPP1B1PP/R2QK2R b KQkq - 4 10,Piece move,Non-capture,Central-related,Opening blunder,Quiet move blunder
299,2026.03.23,Black,Ftr-95,Loss,1/86400,Ftr-95 won by resignation,28,Middlegame,b7f3,-94,-558,464,464,Blunder,14,Black,Bxf3,rn2k2r/1b1p1ppp/pq1b1B2/1p3P2/2p5/2N2N2/PPP1B1PP/R2Q1R1K b kq - 0 14,Pawn move,Capture,Kingside-related,Early middlegame blunder,Kingside weakening move
300,2026.03.27,White,DaltonIEBR,Win,180+2,KatsMeow23 won by resignation,29,Middlegame,d3g6,84,-318,402,402,Blunder,15,White,Bxg6,rn1q2k1/ppp2r1p/2b1p1pB/3pP3/5n2/2PB4/PP1N1PPP/R2QK2R w KQ - 1 15,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
