GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel
182,2026.03.15,Black,malllllooonnnnssss,Win,900+10,KatsMeow23 won by resignation,82,Endgame,c6f6,473,75,398,398,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,46,Middlegame,f6f5,162,-225,387,387,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,58,Middlegame,a5b3,457,75,382,382,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,98,Endgame,g5g4,-9,-508,499,499,Blunder
184,2026.03.15,White,welcoming,Loss,180+2,welcoming won on time,31,Middlegame,h4g6,106,-248,354,354,Blunder
185,2026.03.15,White,masteroflegends94,Loss,180+2,masteroflegends94 won on time,45,Endgame,g3f4,294,-192,486,486,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,34,Middlegame,d7f6,321,-92,413,413,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,36,Middlegame,d8e8,358,-126,484,484,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,38,Middlegame,b8b7,548,-132,680,680,Blunder
188,2026.03.15,White,fonfino,Win,180+2,KatsMeow23 won on time,23,Middlegame,b3c2,9999,389,9610,1000,Blunder
191,2026.03.16,White,Gitanazo,Win,180+2,KatsMeow23 won on time,23,Middlegame,b2b4,172,-399,571,571,Blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,28,Middlegame,e8g8,125,-280,405,405,Blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,76,Middlegame,f3c6,9996,539,9457,1000,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,34,Middlegame,g6f5,167,-502,669,669,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,68,Endgame,a6a1,522,-187,709,709,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,72,Endgame,f4e3,564,179,385,385,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,80,Endgame,a1h1,9999,-2,10001,1000,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,82,Endgame,h1h2,9999,309,9690,1000,Blunder
195,2026.03.16,Black,Blacksunshine2200,Win,1/86400,KatsMeow23 won by checkmate,14,Opening,g8h6,503,0,503,503,Blunder
195,2026.03.16,Black,Blacksunshine2200,Win,1/86400,KatsMeow23 won by checkmate,60,Endgame,f6e6,9994,1221,8773,1000,Blunder
196,2026.03.17,Black,manicmoist,Loss,180+2,manicmoist won on time,78,Endgame,c7c1,482,-9998,10480,1000,Blunder
198,2026.03.17,White,alejandrafraperu,Win,180+2,KatsMeow23 won by resignation,23,Middlegame,d1b3,667,333,334,334,Blunder
198,2026.03.17,White,alejandrafraperu,Win,180+2,KatsMeow23 won by resignation,65,Middlegame,d2c3,62,-244,306,306,Blunder
199,2026.03.17,Black,ritwik_19,Loss,180+2,ritwik_19 won on time,80,Endgame,g5f6,394,-4,398,398,Blunder
200,2026.03.17,White,mikeleung,Win,180+2,KatsMeow23 won on time,27,Middlegame,f1f2,301,-84,385,385,Blunder
202,2026.03.16,Black,ElreydelosLulos,Win,1/86400,KatsMeow23 won by resignation,72,Endgame,f3b3,898,594,304,304,Blunder
203,2026.03.17,Black,viandomanarisip,Win,180+2,KatsMeow23 won by checkmate,26,Middlegame,e8g8,600,279,321,321,Blunder
203,2026.03.17,Black,viandomanarisip,Win,180+2,KatsMeow23 won by checkmate,62,Middlegame,f4f3,783,439,344,344,Blunder
204,2026.03.17,Black,Adilson1989,Win,180+2,KatsMeow23 won by checkmate,94,Endgame,e2a2,9999,735,9264,1000,Blunder
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,69,Middlegame,c5b5,529,-102,631,631,Blunder
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,99,Middlegame,e6e7,-6,-325,319,319,Blunder
206,2026.03.17,White,Jilnicki,Win,180+2,KatsMeow23 won by checkmate,111,Endgame,e8e6,9992,825,9167,1000,Blunder
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,48,Middlegame,g8g7,0,-338,338,338,Blunder
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,54,Middlegame,d7d5,-382,-9997,9615,1000,Blunder
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,72,Endgame,d8e8,194,-466,660,660,Blunder
207,2026.03.18,Black,loopiing,Loss,900+10,loopiing won by resignation,74,Endgame,e8g8,-380,-9995,9615,1000,Blunder
209,2026.03.18,White,kingzki,Win,900+10,KatsMeow23 won by resignation,13,Opening,f1d3,-35,-380,345,345,Blunder
212,2026.03.18,Black,jimystar69,Win,900+10,KatsMeow23 won - game abandoned,40,Middlegame,a8e8,-33,-364,331,331,Blunder
212,2026.03.18,Black,jimystar69,Win,900+10,KatsMeow23 won - game abandoned,46,Endgame,f7f5,438,-559,997,997,Blunder
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,22,Middlegame,g5h3,162,-162,324,324,Blunder
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,44,Middlegame,c7d8,230,-431,661,661,Blunder
213,2026.03.18,Black,ziyoviddinabdurashidov,Loss,180+2,ziyoviddinabdurashidov won by checkmate,66,Endgame,f4h2,-769,-9997,9228,1000,Blunder
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,69,Endgame,h3h7,-146,-566,420,420,Blunder
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,71,Endgame,h1f1,-507,-807,300,300,Blunder
214,2026.03.18,White,Didier_GB,Loss,180+2,Didier_GB won on time,75,Endgame,f2f3,-660,-9997,9337,1000,Blunder
215,2026.03.17,White,ElreydelosLulos,Win,1/86400,KatsMeow23 won by checkmate,29,Middlegame,d1e2,554,234,320,320,Blunder
216,2026.03.18,White,GauravRathi008,Win,180+2,KatsMeow23 won on time,25,Middlegame,f2f4,214,-699,913,913,Blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,42,Middlegame,c7b6,42,-447,489,489,Blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,46,Middlegame,b6c7,-158,-581,423,423,Blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,92,Endgame,d7d6,-974,-9994,9020,1000,Blunder
218,2026.03.18,Black,TrentonRabuck12,Loss,180+2,TrentonRabuck12 won by checkmate,96,Endgame,e7e8,-918,-9998,9080,1000,Blunder
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,52,Endgame,f4g3,373,-643,1016,1000,Blunder
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,58,Endgame,f5f4,-581,-1168,587,587,Blunder
219,2026.03.18,Black,ahmedlhaje,Loss,180+2,ahmedlhaje won by checkmate,66,Endgame,g7f7,-789,-9998,9209,1000,Blunder
221,2026.03.19,White,DIABLOxn01,Loss,180+2,DIABLOxn01 won on time,41,Endgame,d3h3,-93,-469,376,376,Blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,24,Middlegame,b5b4,176,-150,326,326,Blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,42,Endgame,f6e4,434,-28,462,462,Blunder
222,2026.03.19,Black,nurzhan01110,Win,180+2,KatsMeow23 won on time,46,Endgame,d7d6,320,-133,453,453,Blunder
224,2026.03.19,Black,piiyes,Win,180+2,KatsMeow23 won by resignation,22,Middlegame,f8e7,637,329,308,308,Blunder
225,2026.03.19,Black,BOScrocodyle,Loss,180+2,BOScrocodyle won by checkmate,36,Middlegame,e6e5,-280,-904,624,624,Blunder
225,2026.03.19,Black,BOScrocodyle,Loss,180+2,BOScrocodyle won by checkmate,38,Middlegame,e8f7,-834,-9999,9165,1000,Blunder
227,2026.03.20,Black,Elijahfranz,Win,180+2,KatsMeow23 won on time,20,Opening,g7g6,762,-15,777,777,Blunder
227,2026.03.20,Black,Elijahfranz,Win,180+2,KatsMeow23 won on time,34,Middlegame,f4f5,585,31,554,554,Blunder
228,2026.03.20,Black,lamequteck,Loss,180+2,lamequteck won by resignation,34,Middlegame,c8g4,-30,-411,381,381,Blunder
229,2026.03.20,White,walidDz1,Loss,180+2,walidDz1 won by resignation,65,Middlegame,b5a3,623,226,397,397,Blunder
229,2026.03.20,White,walidDz1,Loss,180+2,walidDz1 won by resignation,73,Endgame,e2d3,265,-296,561,561,Blunder
230,2026.03.20,White,Nikhil282588,Loss,180+2,Nikhil282588 won by checkmate,35,Middlegame,f5d6,661,162,499,499,Blunder
230,2026.03.20,White,Nikhil282588,Loss,180+2,Nikhil282588 won by checkmate,55,Endgame,b7d6,503,-9999,10502,1000,Blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,32,Middlegame,c6f3,9998,549,9449,1000,Blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,58,Middlegame,f4g4,9998,948,9050,1000,Blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,64,Middlegame,d2c2,9997,1141,8856,1000,Blunder
231,2026.03.20,Black,123lr,Win,180+2,KatsMeow23 won by checkmate,82,Endgame,e1g2,9999,1152,8847,1000,Blunder
232,2026.03.20,White,Dimeloy,Loss,180+2,Dimeloy won by checkmate,21,Middlegame,c1b2,112,-9998,10110,1000,Blunder
233,2026.03.20,White,KadenLucas,Loss,180+2,KadenLucas won by checkmate,31,Middlegame,c3a4,142,-340,482,482,Blunder
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,12,Opening,c5f2,-3,-402,399,399,Blunder
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,24,Middlegame,c6e5,185,-296,481,481,Blunder
234,2026.03.21,Black,Jscortes19,Loss,180+2,Jscortes19 won on time,46,Endgame,d4b3,-279,-9998,9719,1000,Blunder
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,15,Opening,f1b5,449,77,372,372,Blunder
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,31,Middlegame,g1f2,497,57,440,440,Blunder
235,2026.03.21,White,JamesElizondo007,Loss,180+2,JamesElizondo007 won on time,37,Middlegame,c3a4,588,-770,1358,1000,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,20,Opening,d8b6,-53,-424,371,371,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,26,Middlegame,c6b4,60,-324,384,384,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,44,Endgame,d7d6,208,-209,417,417,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,48,Endgame,e8f7,-242,-676,434,434,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,56,Endgame,e8d7,-700,-1000,300,300,Blunder
236,2026.03.21,Black,logantcooper6,Loss,180+2,logantcooper6 won by checkmate,58,Endgame,c7c6,-527,-9998,9471,1000,Blunder
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,37,Middlegame,d1c1,224,-244,468,468,Blunder
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,45,Middlegame,c4a5,235,-358,593,593,Blunder
237,2026.03.21,White,graaaa25,Loss,180+2,graaaa25 won by resignation,69,Middlegame,a4a5,-383,-765,382,382,Blunder
238,2026.03.21,Black,graaaa25,Loss,180+2,graaaa25 won by checkmate,28,Middlegame,b4d5,-92,-572,480,480,Blunder
238,2026.03.21,Black,graaaa25,Loss,180+2,graaaa25 won by checkmate,52,Endgame,e5c5,-360,-9999,9639,1000,Blunder
241,2026.03.21,Black,paidelcampo,Loss,180+2,paidelcampo won by resignation,24,Middlegame,f5f4,296,-208,504,504,Blunder
241,2026.03.21,Black,paidelcampo,Loss,180+2,paidelcampo won by resignation,54,Endgame,f6e6,-809,-9993,9184,1000,Blunder
242,2026.03.21,White,bongopongo,Win,180+2,KatsMeow23 won by checkmate,45,Middlegame,f4e6,871,562,309,309,Blunder
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,33,Middlegame,d2f3,418,-551,969,969,Blunder
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,37,Middlegame,g1h2,379,-18,397,397,Blunder
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,41,Endgame,b2b4,351,-22,373,373,Blunder
244,2026.03.21,Black,Selfy7,Win,180+2,KatsMeow23 won on time,20,Opening,e5f3,130,-170,300,300,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,24,Middlegame,f7f5,129,-215,344,344,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,70,Endgame,b1d3,9999,745,9254,1000,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,72,Endgame,g8h8,9996,502,9494,1000,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,80,Endgame,g8h7,9996,753,9243,1000,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,82,Endgame,h7g6,9997,691,9306,1000,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,84,Endgame,d3d2,9997,849,9148,1000,Blunder
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,86,Endgame,g6f7,9995,787,9208,1000,Blunder
247,2026.03.21,White,Slim25178,Win,180+2,KatsMeow23 won by checkmate,19,Opening,g2g3,548,166,382,382,Blunder
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,24,Middlegame,c7c4,218,-248,466,466,Blunder
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,48,Endgame,f4g4,477,-261,738,738,Blunder
